## emapper-2.1.13	
## /usr/local/bin/emapper.py -i /inputs/GCA_000499845.2_P._vulgaris_v2.0_protein.faa --itype proteins -o /outputs/pvul_eggnog -m diamond --cpu 12 --data_dir /eggnog_db	
##	
#query	KEGG_ko
ESW03268.1	ko:K01738,ko:K14831
KAK8465044.1	-
KAK8465045.1	-
KAK8465046.1	-
KAK8465047.1	ko:K00627
KAK8465048.1	ko:K00454,ko:K15718
KAK8465049.1	-
KAK8465050.1	ko:K00454,ko:K15718
KAK8465051.1	ko:K00454,ko:K15718
KAK8465052.1	ko:K00454,ko:K15718
KAK8465053.1	ko:K00454,ko:K15718
KAK8465054.1	ko:K01530
KAK8465055.1	ko:K01530
KAK8465056.1	ko:K01530
KAK8465057.1	ko:K03787
KAK8465058.1	-
KAK8465059.1	-
KAK8465060.1	-
KAK8465061.1	-
KAK8465062.1	-
KAK8465063.1	-
KAK8465064.1	ko:K00600
KAK8465065.1	ko:K06268
KAK8465066.1	ko:K06268
KAK8465067.1	ko:K06268
KAK8465068.1	ko:K06268
KAK8465069.1	ko:K01115
KAK8465070.1	ko:K01115
KAK8465071.1	ko:K01115
KAK8465072.1	ko:K05666,ko:K05670
KAK8465073.1	ko:K05666,ko:K05670
KAK8465074.1	ko:K05666,ko:K05670
KAK8465075.1	ko:K06124,ko:K13248
KAK8465076.1	ko:K06124,ko:K13248
KAK8465077.1	ko:K06124,ko:K13248
KAK8465078.1	ko:K06124,ko:K13248
KAK8465079.1	-
KAK8465081.1	-
KAK8465082.1	ko:K00262
KAK8465083.1	ko:K00262
KAK8465084.1	-
KAK8465085.1	-
KAK8465086.1	ko:K19327
KAK8465087.1	ko:K19327
KAK8465088.1	ko:K12125
KAK8465089.1	ko:K12125
KAK8465090.1	-
KAK8465091.1	-
KAK8465092.1	-
KAK8465093.1	-
KAK8465094.1	ko:K15128
KAK8465095.1	-
KAK8465096.1	-
KAK8465097.1	ko:K00850
KAK8465098.1	ko:K14490
KAK8465099.1	-
KAK8465100.1	-
KAK8465101.1	-
KAK8465102.1	-
KAK8465103.1	ko:K06664
KAK8465104.1	ko:K06664
KAK8465105.1	-
KAK8465106.1	-
KAK8465107.1	-
KAK8465108.1	ko:K14638
KAK8465109.1	ko:K10393
KAK8465110.1	ko:K10393
KAK8465111.1	-
KAK8465112.1	-
KAK8465113.1	-
KAK8465114.1	-
KAK8465115.1	-
KAK8465116.1	-
KAK8465117.1	-
KAK8465119.1	ko:K14484
KAK8465120.1	-
KAK8465121.1	-
KAK8465122.1	-
KAK8465123.1	-
KAK8465124.1	-
KAK8465125.1	ko:K14490
KAK8465126.1	ko:K14490
KAK8465127.1	ko:K14490
KAK8465128.1	ko:K14963
KAK8465129.1	-
KAK8465130.1	ko:K14972
KAK8465131.1	ko:K14972
KAK8465132.1	ko:K14972
KAK8465133.1	-
KAK8465134.1	-
KAK8465135.1	-
KAK8465136.1	ko:K09874
KAK8465137.1	-
KAK8465138.1	-
KAK8465139.1	-
KAK8465140.1	-
KAK8465141.1	ko:K08835
KAK8465142.1	-
KAK8465143.1	ko:K20102
KAK8465144.1	ko:K20102
KAK8465145.1	ko:K20102
KAK8465146.1	ko:K20102
KAK8465147.1	ko:K20102
KAK8465148.1	-
KAK8465149.1	ko:K17710
KAK8465150.1	-
KAK8465151.1	ko:K04498
KAK8465152.1	-
KAK8465153.1	ko:K01244
KAK8465154.1	ko:K01244
KAK8465155.1	ko:K01244
KAK8465156.1	ko:K01244
KAK8465157.1	ko:K01244
KAK8465158.1	ko:K01244
KAK8465159.1	ko:K01244
KAK8465160.1	ko:K01244
KAK8465161.1	ko:K14488
KAK8465162.1	-
KAK8465163.1	ko:K05544
KAK8465164.1	ko:K02155
KAK8465165.1	-
KAK8465166.1	ko:K05387
KAK8465167.1	ko:K05387
KAK8465168.1	ko:K05387
KAK8465169.1	ko:K05387
KAK8465170.1	ko:K05387
KAK8465171.1	ko:K05387
KAK8465172.1	ko:K01802
KAK8465173.1	-
KAK8465174.1	-
KAK8465176.1	-
KAK8465177.1	ko:K00700
KAK8465178.1	-
KAK8465179.1	-
KAK8465180.1	ko:K12385
KAK8465181.1	ko:K04733
KAK8465182.1	-
KAK8465183.1	-
KAK8465184.1	-
KAK8465185.1	ko:K09264
KAK8465186.1	-
KAK8465187.1	ko:K20929
KAK8465188.1	-
KAK8465189.1	-
KAK8465190.1	ko:K06620
KAK8465191.1	ko:K06620
KAK8465192.1	ko:K06620
KAK8465193.1	-
KAK8465194.1	ko:K18757
KAK8465195.1	ko:K18757
KAK8465196.1	-
KAK8465197.1	ko:K17535
KAK8465198.1	ko:K17535
KAK8465199.1	ko:K17535
KAK8465200.1	-
KAK8465201.1	ko:K19658
KAK8465202.1	ko:K19658
KAK8465203.1	-
KAK8465204.1	-
KAK8465205.1	ko:K03040
KAK8465206.1	-
KAK8465207.1	-
KAK8465208.1	-
KAK8465209.1	-
KAK8465210.1	ko:K00600
KAK8465211.1	-
KAK8465212.1	-
KAK8465213.1	-
KAK8465214.1	-
KAK8465215.1	-
KAK8465216.1	ko:K14431
KAK8465217.1	ko:K14431
KAK8465218.1	ko:K14431
KAK8465219.1	ko:K14431
KAK8465220.1	ko:K14431
KAK8465221.1	ko:K14431
KAK8465222.1	ko:K10770
KAK8465225.1	ko:K03650
KAK8465226.1	ko:K11262
KAK8465227.1	-
KAK8465228.1	-
KAK8465229.1	ko:K01087
KAK8465230.1	-
KAK8465231.1	ko:K14684
KAK8465232.1	ko:K12118
KAK8465233.1	ko:K12118
KAK8465234.1	ko:K12118
KAK8465235.1	ko:K12118
KAK8465236.1	ko:K12118
KAK8465237.1	ko:K17506,ko:K19704
KAK8465239.1	-
KAK8465240.1	-
KAK8465241.1	ko:K10268
KAK8465242.1	ko:K00773
KAK8465243.1	ko:K00773
KAK8465244.1	ko:K00773
KAK8465245.1	ko:K03327
KAK8465246.1	ko:K03327
KAK8465247.1	ko:K03327
KAK8465248.1	ko:K05747
KAK8465249.1	-
KAK8465250.1	-
KAK8465251.1	ko:K14765
KAK8465252.1	ko:K14765
KAK8465253.1	-
KAK8465254.1	-
KAK8465255.1	-
KAK8465256.1	-
KAK8465257.1	-
KAK8465258.1	-
KAK8465259.1	-
KAK8465260.1	-
KAK8465261.1	ko:K22047
KAK8465262.1	ko:K22047
KAK8465263.1	-
KAK8465264.1	-
KAK8465265.1	ko:K08596
KAK8465266.1	ko:K03868
KAK8465267.1	ko:K03868
KAK8465268.1	ko:K11807
KAK8465269.1	-
KAK8465270.1	ko:K02992
KAK8465271.1	ko:K00430
KAK8465272.1	ko:K07213
KAK8465273.1	ko:K07213
KAK8465274.1	ko:K07213
KAK8465275.1	-
KAK8465276.1	-
KAK8465277.1	-
KAK8465278.1	-
KAK8465279.1	-
KAK8465280.1	-
KAK8465281.1	-
KAK8465282.1	-
KAK8465283.1	-
KAK8465284.1	-
KAK8465285.1	-
KAK8465287.1	-
KAK8465288.1	-
KAK8465289.1	-
KAK8465290.1	-
KAK8465291.1	-
KAK8465292.1	-
KAK8465293.1	-
KAK8465294.1	ko:K12890
KAK8465295.1	ko:K12890
KAK8465296.1	-
KAK8465297.1	-
KAK8465298.1	-
KAK8465299.1	-
KAK8465300.1	-
KAK8465301.1	-
KAK8465302.1	-
KAK8465303.1	-
KAK8465304.1	-
KAK8465305.1	ko:K02883,ko:K07575
KAK8465306.1	-
KAK8465307.1	-
KAK8465308.1	-
KAK8465309.1	-
KAK8465310.1	-
KAK8465311.1	-
KAK8465312.1	ko:K01057
KAK8465313.1	ko:K00924
KAK8465314.1	-
KAK8465315.1	ko:K02725
KAK8465316.1	-
KAK8465317.1	ko:K03544
KAK8465318.1	ko:K03544
KAK8465319.1	-
KAK8465320.1	ko:K00264
KAK8465321.1	ko:K06947
KAK8465322.1	ko:K06947
KAK8465323.1	ko:K14948
KAK8465324.1	ko:K08955
KAK8465325.1	-
KAK8465326.1	-
KAK8465327.1	ko:K13510
KAK8465328.1	-
KAK8465329.1	-
KAK8465330.1	-
KAK8465331.1	-
KAK8465332.1	ko:K18730
KAK8465333.1	-
KAK8465334.1	-
KAK8465335.1	-
KAK8465336.1	-
KAK8465337.1	ko:K19355
KAK8465338.1	-
KAK8465339.1	ko:K07437
KAK8465340.1	ko:K00279
KAK8465341.1	-
KAK8465342.1	-
KAK8465343.1	-
KAK8465344.1	ko:K01723
KAK8465345.1	ko:K04733
KAK8465346.1	-
KAK8465347.1	ko:K00512,ko:K07408
KAK8465348.1	-
KAK8465349.1	-
KAK8465350.1	ko:K14638
KAK8465351.1	ko:K13963
KAK8465352.1	ko:K01719
KAK8465353.1	ko:K01719
KAK8465354.1	ko:K01719
KAK8465355.1	ko:K01719
KAK8465356.1	ko:K01719
KAK8465357.1	-
KAK8465358.1	-
KAK8465360.1	ko:K18588
KAK8465361.1	-
KAK8465362.1	-
KAK8465363.1	-
KAK8465364.1	-
KAK8465365.1	-
KAK8465366.1	-
KAK8465367.1	-
KAK8465368.1	ko:K13126
KAK8465369.1	-
KAK8465370.1	ko:K09286
KAK8465373.1	ko:K10395
KAK8465374.1	ko:K06627
KAK8465375.1	ko:K06627
KAK8465376.1	-
KAK8465377.1	-
KAK8465378.1	-
KAK8465379.1	-
KAK8465380.1	-
KAK8465381.1	-
KAK8465382.1	-
KAK8465383.1	-
KAK8465384.1	-
KAK8465385.1	ko:K18811
KAK8465386.1	ko:K18811
KAK8465388.1	ko:K10570
KAK8465389.1	ko:K10570
KAK8465390.1	ko:K10570
KAK8465391.1	ko:K10570
KAK8465392.1	ko:K01537,ko:K05853
KAK8465393.1	-
KAK8465394.1	ko:K01537,ko:K05853
KAK8465395.1	ko:K07297
KAK8465396.1	-
KAK8465397.1	-
KAK8465398.1	-
KAK8465399.1	-
KAK8465400.1	-
KAK8465401.1	-
KAK8465402.1	-
KAK8465403.1	-
KAK8465404.1	-
KAK8465405.1	-
KAK8465406.1	-
KAK8465407.1	-
KAK8465408.1	-
KAK8465409.1	ko:K09338
KAK8465410.1	-
KAK8465411.1	-
KAK8465412.1	-
KAK8465413.1	ko:K03283
KAK8465414.1	ko:K03283
KAK8465415.1	ko:K03283
KAK8465416.1	ko:K03283
KAK8465417.1	-
KAK8465418.1	-
KAK8465419.1	-
KAK8465420.1	-
KAK8465421.1	-
KAK8465422.1	-
KAK8465423.1	-
KAK8465424.1	ko:K15264
KAK8465425.1	ko:K14795
KAK8465426.1	ko:K14795
KAK8465427.1	ko:K13566
KAK8465428.1	-
KAK8465429.1	ko:K00279
KAK8465430.1	ko:K10717,ko:K20660
KAK8465431.1	ko:K00279
KAK8465432.1	ko:K20718
KAK8465433.1	ko:K04640,ko:K19729
KAK8465434.1	ko:K04640,ko:K19729
KAK8465435.1	-
KAK8465436.1	-
KAK8465437.1	-
KAK8465438.1	-
KAK8465439.1	ko:K03253
KAK8465440.1	ko:K02320
KAK8465441.1	ko:K08869
KAK8465442.1	ko:K08869
KAK8465443.1	ko:K08869
KAK8465444.1	ko:K08869
KAK8465445.1	ko:K18328
KAK8465446.1	-
KAK8465447.1	-
KAK8465448.1	-
KAK8465449.1	-
KAK8465450.1	-
KAK8465451.1	-
KAK8465452.1	-
KAK8465453.1	-
KAK8465454.1	-
KAK8465455.1	ko:K03695
KAK8465456.1	ko:K11642,ko:K11643
KAK8465457.1	ko:K11642,ko:K11643
KAK8465458.1	ko:K14491
KAK8465459.1	-
KAK8465460.1	-
KAK8465461.1	-
KAK8465463.1	-
KAK8465464.1	ko:K02992
KAK8465465.1	ko:K02950
KAK8465466.1	-
KAK8465467.1	ko:K05573
KAK8465468.1	ko:K02992,ko:K05573
KAK8465469.1	-
KAK8465471.1	ko:K01883
KAK8465472.1	ko:K15289
KAK8465473.1	-
KAK8465474.1	ko:K02109
KAK8465475.1	ko:K02109
KAK8465476.1	ko:K15281
KAK8465477.1	ko:K15281
KAK8465478.1	ko:K15281
KAK8465479.1	ko:K15281
KAK8465480.1	ko:K15281
KAK8465481.1	ko:K15281
KAK8465482.1	ko:K15281
KAK8465483.1	ko:K15281
KAK8465484.1	-
KAK8465485.1	-
KAK8465486.1	-
KAK8465487.1	-
KAK8465488.1	-
KAK8465489.1	-
KAK8465490.1	-
KAK8465491.1	ko:K21867
KAK8465492.1	ko:K21867
KAK8465493.1	-
KAK8465494.1	-
KAK8465495.1	-
KAK8465496.1	-
KAK8465497.1	-
KAK8465498.1	-
KAK8465499.1	-
KAK8465500.1	-
KAK8465501.1	-
KAK8465502.1	-
KAK8465503.1	-
KAK8465504.1	-
KAK8465505.1	-
KAK8465506.1	-
KAK8465507.1	ko:K10144
KAK8465508.1	ko:K10144
KAK8465509.1	ko:K10144
KAK8465510.1	ko:K10144
KAK8465511.1	ko:K10144
KAK8465512.1	ko:K10144
KAK8465513.1	ko:K19893
KAK8465514.1	ko:K11858
KAK8465515.1	ko:K11858
KAK8465516.1	ko:K11858
KAK8465517.1	ko:K11858
KAK8465518.1	ko:K01669
KAK8465519.1	ko:K13120
KAK8465520.1	-
KAK8465521.1	-
KAK8465522.1	ko:K01535
KAK8465523.1	-
KAK8465524.1	-
KAK8465525.1	-
KAK8465526.1	-
KAK8465527.1	-
KAK8465528.1	ko:K10744
KAK8465529.1	ko:K10744
KAK8465530.1	-
KAK8465531.1	-
KAK8465532.1	-
KAK8465533.1	ko:K14488
KAK8465534.1	ko:K08287
KAK8465535.1	ko:K08287
KAK8465537.1	-
KAK8465538.1	-
KAK8465539.1	-
KAK8465540.1	-
KAK8465541.1	-
KAK8465544.1	ko:K14454
KAK8465545.1	-
KAK8465546.1	-
KAK8465547.1	-
KAK8465548.1	ko:K21776
KAK8465549.1	ko:K21776
KAK8465550.1	-
KAK8465551.1	-
KAK8465552.1	ko:K11159
KAK8465553.1	ko:K11159
KAK8465554.1	-
KAK8465555.1	ko:K09338
KAK8465556.1	-
KAK8465557.1	ko:K00029
KAK8465558.1	ko:K01867
KAK8465559.1	-
KAK8465560.1	ko:K14376
KAK8465561.1	ko:K14376
KAK8465562.1	ko:K00850
KAK8465563.1	ko:K17613
KAK8465564.1	-
KAK8465565.1	-
KAK8465566.1	ko:K21444
KAK8465567.1	ko:K21444
KAK8465568.1	ko:K21444
KAK8465569.1	ko:K21444
KAK8465571.1	-
KAK8465572.1	ko:K21852
KAK8465573.1	ko:K15378
KAK8465574.1	ko:K15378
KAK8465575.1	ko:K15378
KAK8465576.1	ko:K00726
KAK8465577.1	ko:K00726
KAK8465578.1	ko:K00726
KAK8465579.1	ko:K00726
KAK8465580.1	-
KAK8465581.1	ko:K20547
KAK8465582.1	ko:K20547
KAK8465583.1	ko:K20547
KAK8465584.1	-
KAK8465585.1	ko:K03086
KAK8465586.1	-
KAK8465587.1	ko:K14168
KAK8465588.1	ko:K10753
KAK8465589.1	-
KAK8465590.1	ko:K18460
KAK8465591.1	ko:K09872,ko:K10532
KAK8465592.1	ko:K10736
KAK8465593.1	ko:K13946
KAK8465594.1	ko:K20456
KAK8465595.1	ko:K01942
KAK8465596.1	ko:K01942
KAK8465597.1	ko:K01942
KAK8465598.1	ko:K11426
KAK8465599.1	ko:K08866
KAK8465600.1	ko:K08866
KAK8465601.1	-
KAK8465602.1	ko:K11982
KAK8465603.1	-
KAK8465604.1	-
KAK8465605.1	-
KAK8465606.1	-
KAK8465607.1	-
KAK8465608.1	ko:K03143
KAK8465609.1	ko:K03143
KAK8465610.1	ko:K01728
KAK8465611.1	ko:K00128
KAK8465612.1	ko:K00434
KAK8465613.1	ko:K00434
KAK8465614.1	ko:K01698
KAK8465615.1	ko:K14664,ko:K21604
KAK8465616.1	ko:K03660
KAK8465617.1	ko:K03660
KAK8465618.1	ko:K03660
KAK8465619.1	ko:K03660
KAK8465620.1	ko:K21398
KAK8465621.1	ko:K10755
KAK8465622.1	ko:K10755
KAK8465623.1	ko:K10755
KAK8465624.1	ko:K10755
KAK8465625.1	-
KAK8465626.1	-
KAK8465627.1	-
KAK8465628.1	ko:K02434
KAK8465629.1	ko:K00858
KAK8465630.1	ko:K00858
KAK8465631.1	ko:K00858
KAK8465632.1	ko:K00858
KAK8465633.1	ko:K00858
KAK8465634.1	ko:K00858
KAK8465635.1	ko:K00858
KAK8465636.1	ko:K00858
KAK8465637.1	ko:K17492
KAK8465638.1	ko:K11423
KAK8465639.1	ko:K13196
KAK8465640.1	ko:K13196
KAK8465641.1	ko:K13196
KAK8465642.1	ko:K13196
KAK8465643.1	-
KAK8465644.1	-
KAK8465645.1	ko:K11649
KAK8465646.1	-
KAK8465647.1	ko:K09422
KAK8465648.1	-
KAK8465649.1	-
KAK8465650.1	ko:K01179
KAK8465651.1	ko:K01179
KAK8465652.1	ko:K08051
KAK8465653.1	ko:K03093
KAK8465654.1	ko:K03035
KAK8465656.1	ko:K13415
KAK8465657.1	-
KAK8465658.1	-
KAK8465659.1	-
KAK8465660.1	ko:K15032
KAK8465661.1	-
KAK8465662.1	-
KAK8465663.1	ko:K14638
KAK8465664.1	-
KAK8465665.1	-
KAK8465666.1	ko:K03549
KAK8465667.1	ko:K03549
KAK8465668.1	-
KAK8465669.1	ko:K19040
KAK8465670.1	ko:K03926
KAK8465671.1	-
KAK8465672.1	ko:K18195
KAK8465673.1	ko:K18195
KAK8465674.1	ko:K18195
KAK8465675.1	ko:K18195
KAK8465676.1	ko:K07198
KAK8465677.1	ko:K07198
KAK8465678.1	-
KAK8465679.1	ko:K02492
KAK8465680.1	ko:K12165
KAK8465682.1	-
KAK8465683.1	-
KAK8465684.1	ko:K01956
KAK8465685.1	-
KAK8465686.1	-
KAK8465687.1	-
KAK8465688.1	-
KAK8465689.1	-
KAK8465690.1	-
KAK8465691.1	ko:K07910
KAK8465692.1	ko:K10614
KAK8465693.1	-
KAK8465694.1	-
KAK8465695.1	-
KAK8465696.1	-
KAK8465697.1	ko:K11414
KAK8465698.1	ko:K11414
KAK8465699.1	-
KAK8465700.1	-
KAK8465701.1	ko:K05906
KAK8465702.1	ko:K03165
KAK8465703.1	ko:K03165
KAK8465704.1	ko:K03165
KAK8465705.1	ko:K03165
KAK8465706.1	ko:K03165
KAK8465707.1	ko:K05282
KAK8465708.1	-
KAK8465709.1	ko:K00166
KAK8465710.1	ko:K00166
KAK8465711.1	-
KAK8465712.1	-
KAK8465713.1	-
KAK8465714.1	-
KAK8465715.1	-
KAK8465716.1	-
KAK8465717.1	-
KAK8465718.1	ko:K00889
KAK8465720.1	-
KAK8465721.1	ko:K14684
KAK8465722.1	-
KAK8465723.1	-
KAK8465724.1	-
KAK8465725.1	-
KAK8465726.1	-
KAK8465727.1	-
KAK8465728.1	-
KAK8465729.1	-
KAK8465730.1	-
KAK8465731.1	-
KAK8465732.1	-
KAK8465733.1	-
KAK8465734.1	-
KAK8465735.1	-
KAK8465736.1	-
KAK8465737.1	-
KAK8465738.1	ko:K01191
KAK8465739.1	ko:K17279
KAK8465740.1	ko:K17279
KAK8465741.1	-
KAK8465742.1	-
KAK8465743.1	-
KAK8465744.1	ko:K14165
KAK8465745.1	-
KAK8465746.1	-
KAK8465747.1	-
KAK8465748.1	-
KAK8465749.1	ko:K08066
KAK8465750.1	ko:K01652
KAK8465751.1	-
KAK8465752.1	-
KAK8465753.1	-
KAK8465754.1	ko:K13151
KAK8465755.1	-
KAK8465756.1	-
KAK8465757.1	-
KAK8465758.1	-
KAK8465759.1	-
KAK8465760.1	ko:K00134
KAK8465761.1	ko:K00134
KAK8465762.1	ko:K00134
KAK8465763.1	ko:K11000
KAK8465764.1	ko:K11000
KAK8465765.1	ko:K11000
KAK8465766.1	-
KAK8465767.1	-
KAK8465768.1	ko:K01376
KAK8465769.1	ko:K01376
KAK8465772.1	ko:K10523
KAK8465773.1	-
KAK8465774.1	ko:K00495,ko:K00512,ko:K07408,ko:K07418,ko:K11868,ko:K20617
KAK8465775.1	ko:K08867
KAK8465776.1	ko:K08867
KAK8465777.1	ko:K08867
KAK8465778.1	ko:K22399
KAK8465779.1	ko:K22399
KAK8465780.1	ko:K22399
KAK8465781.1	-
KAK8465782.1	-
KAK8465783.1	-
KAK8465784.1	-
KAK8465785.1	-
KAK8465786.1	-
KAK8465787.1	-
KAK8465788.1	-
KAK8465789.1	ko:K04354
KAK8465790.1	ko:K04354
KAK8465791.1	ko:K04354
KAK8465792.1	-
KAK8465793.1	ko:K09422
KAK8465794.1	-
KAK8465795.1	-
KAK8465796.1	ko:K09422
KAK8465797.1	-
KAK8465798.1	ko:K04728
KAK8465799.1	-
KAK8465800.1	ko:K13343
KAK8465801.1	ko:K13343
KAK8465802.1	ko:K13343
KAK8465803.1	-
KAK8465804.1	-
KAK8465805.1	ko:K16284
KAK8465806.1	-
KAK8465807.1	-
KAK8465808.1	ko:K21026
KAK8465809.1	-
KAK8465810.1	-
KAK8465811.1	-
KAK8465812.1	-
KAK8465813.1	-
KAK8465814.1	-
KAK8465815.1	-
KAK8465816.1	ko:K09422
KAK8465817.1	-
KAK8465818.1	ko:K04512,ko:K18080
KAK8465819.1	ko:K08493
KAK8465820.1	-
KAK8465821.1	-
KAK8465822.1	ko:K13681
KAK8465823.1	ko:K09422
KAK8465824.1	-
KAK8465825.1	-
KAK8465826.1	-
KAK8465827.1	-
KAK8465828.1	-
KAK8465829.1	-
KAK8465830.1	-
KAK8465831.1	-
KAK8465832.1	-
KAK8465833.1	-
KAK8465835.1	-
KAK8465836.1	ko:K03043
KAK8465837.1	ko:K02697
KAK8465838.1	-
KAK8465839.1	ko:K13412
KAK8465840.1	-
KAK8465841.1	-
KAK8465842.1	-
KAK8465843.1	-
KAK8465844.1	-
KAK8465845.1	ko:K14440
KAK8465846.1	ko:K03549
KAK8465847.1	ko:K07964
KAK8465848.1	ko:K07964
KAK8465849.1	ko:K07964
KAK8465850.1	ko:K08509,ko:K18211
KAK8465851.1	ko:K08509,ko:K18211
KAK8465852.1	ko:K08509,ko:K18211
KAK8465853.1	-
KAK8465854.1	ko:K10712
KAK8465855.1	ko:K15115
KAK8465856.1	-
KAK8465857.1	-
KAK8465858.1	-
KAK8465859.1	ko:K03695
KAK8465860.1	ko:K03695
KAK8465861.1	ko:K08472
KAK8465862.1	-
KAK8465863.1	ko:K12813
KAK8465864.1	ko:K12813
KAK8465865.1	ko:K12813
KAK8465866.1	ko:K19613
KAK8465867.1	ko:K00960,ko:K10908
KAK8465868.1	-
KAK8465869.1	-
KAK8465870.1	ko:K11423
KAK8465871.1	ko:K11423
KAK8465872.1	ko:K11423
KAK8465873.1	ko:K03255
KAK8465874.1	-
KAK8465875.1	ko:K11593
KAK8465876.1	-
KAK8465877.1	-
KAK8465878.1	-
KAK8465879.1	-
KAK8465880.1	-
KAK8465881.1	ko:K10401
KAK8465882.1	ko:K10401
KAK8465883.1	ko:K01530
KAK8465884.1	-
KAK8465885.1	ko:K05747
KAK8465886.1	ko:K05747
KAK8465887.1	ko:K05747
KAK8465888.1	-
KAK8465889.1	-
KAK8465890.1	-
KAK8465891.1	-
KAK8465892.1	ko:K20285
KAK8465893.1	ko:K20285
KAK8465894.1	ko:K14406
KAK8465895.1	ko:K14406
KAK8465896.1	ko:K13648
KAK8465897.1	ko:K06877
KAK8465898.1	ko:K06877
KAK8465899.1	ko:K06877
KAK8465900.1	ko:K06877
KAK8465901.1	ko:K11274
KAK8465902.1	ko:K11274
KAK8465903.1	ko:K11274
KAK8465904.1	-
KAK8465905.1	ko:K15281
KAK8465906.1	-
KAK8465907.1	-
KAK8465908.1	-
KAK8465909.1	-
KAK8465910.1	ko:K13422
KAK8465911.1	ko:K08243,ko:K22374
KAK8465912.1	-
KAK8465913.1	-
KAK8465914.1	-
KAK8465915.1	ko:K00939
KAK8465916.1	ko:K17964
KAK8465917.1	ko:K04422
KAK8465918.1	ko:K13783
KAK8465919.1	-
KAK8465920.1	ko:K00485
KAK8465921.1	ko:K00485
KAK8465922.1	ko:K00485
KAK8465923.1	-
KAK8465924.1	-
KAK8465931.1	-
KAK8465932.1	ko:K10666
KAK8465933.1	ko:K03768
KAK8465934.1	ko:K03768
KAK8465935.1	ko:K03768
KAK8465936.1	ko:K07198
KAK8465937.1	ko:K17616
KAK8465938.1	ko:K17616
KAK8465939.1	ko:K17616
KAK8465940.1	-
KAK8465941.1	-
KAK8465942.1	-
KAK8465943.1	-
KAK8465944.1	ko:K08150
KAK8465945.1	ko:K08150
KAK8465947.1	-
KAK8465949.1	-
KAK8465950.1	ko:K12191,ko:K12192
KAK8465951.1	ko:K01772
KAK8465952.1	ko:K01772
KAK8465953.1	ko:K01772
KAK8465954.1	ko:K01772
KAK8465955.1	ko:K01772
KAK8465956.1	-
KAK8465957.1	-
KAK8465958.1	ko:K00898
KAK8465959.1	ko:K07198
KAK8465960.1	ko:K07198
KAK8465961.1	ko:K07198
KAK8465962.1	ko:K07198
KAK8465963.1	ko:K09493
KAK8465964.1	ko:K09493
KAK8465965.1	ko:K08245
KAK8465966.1	ko:K08245
KAK8465967.1	ko:K08245
KAK8465968.1	ko:K08245
KAK8465969.1	-
KAK8465970.1	-
KAK8465971.1	ko:K13464
KAK8465972.1	ko:K01652
KAK8465973.1	ko:K01652
KAK8465974.1	-
KAK8465975.1	-
KAK8465976.1	-
KAK8465977.1	-
KAK8465978.1	-
KAK8465979.1	-
KAK8465980.1	-
KAK8465981.1	-
KAK8465982.1	ko:K10901
KAK8465983.1	ko:K14085
KAK8465984.1	ko:K04733
KAK8465985.1	-
KAK8465986.1	ko:K20793
KAK8465987.1	ko:K15082
KAK8465988.1	-
KAK8465989.1	-
KAK8465990.1	-
KAK8465991.1	-
KAK8465992.1	ko:K14497
KAK8465993.1	ko:K14497
KAK8465994.1	ko:K06444
KAK8465995.1	ko:K06444
KAK8465996.1	ko:K03010
KAK8465997.1	ko:K03010
KAK8465998.1	ko:K03010
KAK8465999.1	-
KAK8466000.1	-
KAK8466001.1	-
KAK8466002.1	-
KAK8466003.1	-
KAK8466004.1	-
KAK8466005.1	-
KAK8466006.1	-
KAK8466007.1	-
KAK8466008.1	-
KAK8466009.1	ko:K03676
KAK8466010.1	ko:K15285
KAK8466011.1	ko:K15285
KAK8466012.1	-
KAK8466013.1	-
KAK8466014.1	-
KAK8466015.1	ko:K10777
KAK8466016.1	-
KAK8466017.1	-
KAK8466018.1	-
KAK8466019.1	ko:K22285
KAK8466020.1	ko:K17964
KAK8466021.1	-
KAK8466022.1	ko:K12115,ko:K12117
KAK8466023.1	ko:K12115,ko:K12117
KAK8466024.1	ko:K12115,ko:K12117
KAK8466025.1	ko:K12115,ko:K12117
KAK8466026.1	ko:K12115,ko:K12117
KAK8466027.1	ko:K12115,ko:K12117
KAK8466028.1	ko:K04733
KAK8466029.1	ko:K04733
KAK8466030.1	-
KAK8466031.1	-
KAK8466032.1	-
KAK8466033.1	ko:K15503
KAK8466034.1	ko:K15503
KAK8466035.1	ko:K15503
KAK8466036.1	-
KAK8466037.1	-
KAK8466038.1	-
KAK8466039.1	-
KAK8466040.1	-
KAK8466041.1	ko:K15135
KAK8466042.1	ko:K15135
KAK8466043.1	-
KAK8466044.1	-
KAK8466045.1	-
KAK8466046.1	ko:K15503
KAK8466047.1	ko:K15503
KAK8466048.1	ko:K15503
KAK8466051.1	-
KAK8466052.1	-
KAK8466053.1	-
KAK8466054.1	-
KAK8466055.1	ko:K11799
KAK8466056.1	-
KAK8466057.1	ko:K07200
KAK8466058.1	-
KAK8466059.1	ko:K15108
KAK8466060.1	ko:K15108
KAK8466061.1	ko:K15108
KAK8466062.1	ko:K05931
KAK8466063.1	ko:K05931
KAK8466064.1	ko:K15397
KAK8466065.1	ko:K03327
KAK8466066.1	-
KAK8466068.1	-
KAK8466069.1	-
KAK8466070.1	-
KAK8466071.1	-
KAK8466072.1	-
KAK8466073.1	-
KAK8466074.1	-
KAK8466075.1	-
KAK8466076.1	-
